No.,Time,Source,Destination,Protocol,Length,Info,
5924,49.984513,192.168.159.150,192.168.159.152,TCP,102,"18006  >  2113 [FIN, RST, PSH, URG, CWR, Reserved] Seq=1 Win=48682 Urg=37142 Len=48",yes
5925,49.9873,192.168.159.150,192.168.159.152,TCP,102,"32739  >  45151 [FIN, URG, AE, Reserved] Seq=1 Win=13987 Urg=51853 Len=48",yes
5926,49.98761,192.168.159.152,192.168.159.150,TCP,60,"45151  >  32739 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
5927,49.990046,192.168.159.150,192.168.159.152,TCP,102,"25728  >  63480 [FIN, SYN, ACK, URG, CWR, AE, Reserved] Seq=0 Ack=1 Win=63010 Urg=25495 Len=48",yes
5928,49.990232,192.168.159.152,192.168.159.150,TCP,60,63480  >  25728 [RST] Seq=1 Win=0 Len=0,yes
5929,49.993027,192.168.159.150,192.168.159.152,TCP,102,"39333  >  63167 [SYN, RST, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=61568 Urg=11616 Len=48",yes
5930,49.995657,192.168.159.150,192.168.159.152,TCP,102,"6612  >  26903 [FIN, SYN, PSH, ACK, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=33949 Len=48",yes
5931,49.995867,192.168.159.152,192.168.159.150,TCP,60,26903  >  6612 [RST] Seq=1 Win=0 Len=0,yes
5932,49.998263,192.168.159.150,192.168.159.152,TCP,102,"32697  >  57123 [SYN, RST, Reserved] Seq=0 Win=45716 Len=48",yes
5933,50.000936,192.168.159.150,192.168.159.152,TCP,102,"44306  >  5958 [RST, ECE, CWR, Reserved] Seq=1 Win=28192 Len=48",yes
5934,50.003661,192.168.159.150,192.168.159.152,TCP,102,"36455  >  59729 [PSH, URG, ECE, Reserved] Seq=1 Win=12788 Urg=30157 Len=48",yes
5935,50.003825,192.168.159.152,192.168.159.150,TCP,60,"59729  >  36455 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5936,50.006161,192.168.159.150,192.168.159.152,TCP,102,"42988  >  8615 [URG, ECE, Reserved] Seq=1 Win=9797 Urg=61162 Len=48",yes
5937,50.006433,192.168.159.152,192.168.159.150,TCP,60,"8615  >  42988 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5938,50.008908,192.168.159.150,192.168.159.152,TCP,102,"46516  >  47060 [FIN, ACK, ECE, AE, Reserved] Seq=1 Ack=1 Win=930 Len=48",yes
5939,50.009151,192.168.159.152,192.168.159.150,TCP,60,47060  >  46516 [RST] Seq=1 Win=0 Len=0,yes
5940,50.011421,192.168.159.150,192.168.159.152,TCP,102,"64425  >  63307 [FIN, SYN, RST, ECE, Reserved] Seq=0 Win=13031 Len=48",yes
5941,50.013992,192.168.159.150,192.168.159.152,TCP,102,"60165  >  38976 [PSH, ACK, AE] Seq=1 Ack=1 Win=49148 Len=48",yes
5942,50.01419,192.168.159.152,192.168.159.150,TCP,60,38976  >  60165 [RST] Seq=1 Win=0 Len=0,yes
5943,50.017351,192.168.159.150,192.168.159.152,TCP,102,"60570  >  52880 [RST, PSH, CWR, AE, Reserved] Seq=1 Win=56135 Len=48",yes
5944,50.020078,192.168.159.150,192.168.159.152,ESP,102,ESP (SPI=0x23020a00),no
5945,50.02034,192.168.159.152,192.168.159.150,TCP,60,"40140  >  46286 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5946,50.023035,192.168.159.150,192.168.159.152,TCP,102,"14189  >  23140 [SYN, ACK, CWR, AE, Reserved] Seq=0 Ack=1 Win=41720 Len=48",yes
5947,50.023051,192.168.159.152,192.168.159.150,TCP,60,23140  >  14189 [RST] Seq=1 Win=0 Len=0,yes
5948,50.025697,192.168.159.150,192.168.159.152,TCP,102,"13375  >  38997 [FIN, SYN, RST, URG, CWR, Reserved] Seq=0 Win=56250 Urg=37673 Len=48",yes
5949,50.028429,192.168.159.150,192.168.159.152,TCP,102,"10239  >  15221 [FIN, SYN, PSH, CWR, AE, Reserved] Seq=0 Win=15440 Len=48",yes
5950,50.02846,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 15221  >  10239 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
5951,50.031147,192.168.159.150,192.168.159.152,TCP,102,"34974  >  33407 [FIN, RST, PSH, ACK, URG, ECE, CWR, Reserved] Seq=1 Ack=1 Win=53118 Urg=30557 Len=48",yes
5952,50.034163,192.168.159.150,192.168.159.152,TCP,102,"45878  >  26029 [FIN, PSH, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=49237 Urg=41687 Len=48",yes
5953,50.034375,192.168.159.152,192.168.159.150,TCP,60,26029  >  45878 [RST] Seq=1 Win=0 Len=0,yes
5954,50.037232,192.168.159.150,192.168.159.152,TCP,102,"64622  >  19237 [FIN, RST, PSH, Reserved] Seq=1 Win=41246 Len=48",yes
5955,50.039752,192.168.159.150,192.168.159.152,TCP,102,"6204  >  32467 [FIN, RST, CWR] Seq=1 Win=16902 Len=48",yes
5956,50.043104,192.168.159.150,192.168.159.152,TCP,102,"54960  >  47974 [FIN, SYN, RST, PSH, URG, CWR] Seq=0 Win=42775 Urg=31858 Len=48",yes
5957,50.047519,192.168.159.150,192.168.159.152,TCP,102,"3613  >  19779 [FIN, SYN, PSH, AE, Reserved] Seq=0 Win=14536 Len=48",yes
5958,50.047537,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 19779  >  3613 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
5959,50.048891,192.168.159.150,192.168.159.152,TCP,102,"33859  >  6488 [RST, PSH, URG, Reserved] Seq=1 Win=22348 Urg=41 Len=48",yes
5960,50.051462,192.168.159.150,192.168.159.152,TCP,102,"37478  >  10554 [FIN, SYN, RST, PSH, ECE, CWR, AE, Reserved] Seq=0 Win=16718 Len=48",yes
5961,50.05426,192.168.159.150,192.168.159.152,TCP,102,"35780  >  14792 [SYN, ECE, CWR, Reserved] Seq=0 Win=13117 Len=48",yes
5962,50.054389,192.168.159.152,192.168.159.150,TCP,60,"14792  >  35780 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5963,50.057092,192.168.159.150,192.168.159.152,TCP,102,"44928  >  47658 [RST, CWR, AE, Reserved] Seq=1 Win=29969 Len=48",yes
5964,50.059782,192.168.159.150,192.168.159.152,ESP,102,ESP (SPI=0x23020a00),no
5965,50.059803,192.168.159.152,192.168.159.150,TCP,60,"20409  >  40502 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5966,50.062788,192.168.159.150,192.168.159.152,TCP,102,"29541  >  43358 [PSH, URG, CWR, AE, Reserved] Seq=1 Win=61055 Urg=40764 Len=48",yes
5967,50.062808,192.168.159.152,192.168.159.150,TCP,60,"43358  >  29541 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5968,50.065185,192.168.159.150,192.168.159.152,TCP,102,"11631  >  40157 [FIN, SYN, RST, PSH, ACK, CWR, Reserved] Seq=0 Ack=1 Win=34863 Len=48",yes
5969,50.069147,192.168.159.150,192.168.159.152,TCP,102,"61982  >  38940 [PSH, ACK, URG, ECE, AE, Reserved] Seq=1 Ack=1 Win=53939 Urg=38909 Len=48",yes
5970,50.069165,192.168.159.152,192.168.159.150,TCP,60,38940  >  61982 [RST] Seq=1 Win=0 Len=0,yes
5971,50.074218,192.168.159.150,192.168.159.152,TCP,102,"23905  >  1867 [SYN, CWR, AE, Reserved] Seq=0 Win=16688 Len=48",yes
5972,50.074345,192.168.159.152,192.168.159.150,TCP,60,"1867  >  23905 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5973,50.076775,192.168.159.150,192.168.159.152,TCP,102,"14387  >  30845 [FIN, SYN, RST, PSH, ACK, ECE, AE, Reserved] Seq=0 Ack=1 Win=47865 Len=48",yes
5974,50.084279,192.168.159.150,192.168.159.152,TCP,102,"5408  >  6160 [RST, ACK, URG, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=37408 Urg=30099 Len=48",yes
5975,50.087621,192.168.159.150,192.168.159.152,TCP,102,"22119  >  13946 [FIN, SYN, PSH, CWR, AE, Reserved] Seq=0 Win=25582 Len=48",yes
5976,50.087899,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 13946  >  22119 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
5977,50.091063,192.168.159.150,192.168.159.152,TCP,102,"23116  >  38752 [ECE, AE, Reserved] Seq=1 Win=50350 Len=48",yes
5978,50.091435,192.168.159.152,192.168.159.150,TCP,60,"38752  >  23116 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5979,50.095065,192.168.159.150,192.168.159.152,TCP,102,"2182  >  28246 [FIN, RST, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=62906 Urg=10881 Len=48",yes
5980,50.097451,192.168.159.150,192.168.159.152,TCP,102,"8953  >  48902 [FIN, RST, Reserved] Seq=1 Win=50868 Len=48",yes
5981,50.100501,192.168.159.150,192.168.159.152,TCP,102,"40862  >  17397 [FIN, Reserved] Seq=1 Win=29001 Len=48",yes
5982,50.100886,192.168.159.152,192.168.159.150,TCP,60,"17397  >  40862 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
5983,50.105816,192.168.159.150,192.168.159.152,TCP,102,"14475  >  1646 [SYN, PSH, CWR, Reserved] Seq=0 Win=41690 Len=48",yes
5984,50.106004,192.168.159.152,192.168.159.150,TCP,60,"1646  >  14475 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5985,50.108838,192.168.159.150,192.168.159.152,TCP,102,"55027  >  61384 [FIN, SYN, RST, PSH, ACK, AE, Reserved] Seq=0 Ack=1 Win=1606 Len=48",yes
5986,50.111909,192.168.159.150,192.168.159.152,TCP,102,"27705  >  64114 [FIN, RST, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=54826 Urg=57618 Len=48",yes
5987,50.114767,192.168.159.150,192.168.159.152,TCP,102,"16554  >  31623 [FIN, ACK, URG, CWR, Reserved] Seq=1 Ack=1 Win=18741 Urg=58247 Len=48",yes
5988,50.114915,192.168.159.152,192.168.159.150,TCP,60,31623  >  16554 [RST] Seq=1 Win=0 Len=0,yes
5989,50.118185,192.168.159.150,192.168.159.152,TCP,102,"49475  >  7877 [FIN, SYN, RST, ACK, URG, Reserved] Seq=0 Ack=1 Win=41299 Urg=34543 Len=48",yes
5990,50.12154,192.168.159.150,192.168.159.152,TCP,102,"25993  >  16685 [RST, ACK, CWR, AE] Seq=1 Ack=1 Win=17697 Len=48",yes
5991,50.124508,192.168.159.150,192.168.159.152,TCP,102,"35707  >  64941 [FIN, SYN, RST, PSH, ACK, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=7177 Len=48",yes
5992,50.12777,192.168.159.150,192.168.159.152,TCP,102,"41095  >  47810 [FIN, SYN, RST, ACK, URG, CWR, AE, Reserved] Seq=0 Ack=1 Win=47532 Urg=2679 Len=48",yes
5993,50.130492,192.168.159.150,192.168.159.152,TCP,102,"57561  >  33213 [SYN, ECE, CWR, Reserved] Seq=0 Win=16590 Len=48",yes
5994,50.130635,192.168.159.152,192.168.159.150,TCP,60,"33213  >  57561 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
5995,50.133165,192.168.159.150,192.168.159.152,TCP,102,"62919  >  39589 [FIN, RST, PSH, ACK, URG, CWR, AE, Reserved] Seq=1 Ack=1 Win=51465 Urg=26293 Len=48",yes
5996,50.136204,192.168.159.150,192.168.159.152,TCP,102,"52373  >  41444 [SYN, RST, ECE, Reserved] Seq=0 Win=59219 Len=48",yes
5997,50.139882,192.168.159.150,192.168.159.152,TCP,102,"28888  >  9431 [FIN, RST, ACK, URG, CWR, AE, Reserved] Seq=1 Ack=1 Win=14250 Urg=4238 Len=48",yes
5998,50.142176,192.168.159.150,192.168.159.152,TCP,102,"49291  >  26475 [FIN, RST, ACK, ECE] Seq=1 Ack=1 Win=13188 Len=48",yes
5999,50.145259,192.168.159.150,192.168.159.152,TCP,102,"6491  >  63665 [SYN, ACK, URG, ECE, AE, Reserved] Seq=0 Ack=1 Win=36325 Urg=15471 Len=48",yes
6000,50.145453,192.168.159.152,192.168.159.150,TCP,60,63665  >  6491 [RST] Seq=1 Win=0 Len=0,yes
6001,50.148623,192.168.159.150,192.168.159.152,TCP,102,"27627  >  39920 [RST, ECE, CWR, Reserved] Seq=1 Win=7622 Len=48",yes
6002,50.151728,192.168.159.150,192.168.159.152,TCP,102,"48085  >  54402 [FIN, SYN, PSH, CWR, Reserved] Seq=0 Win=14528 Len=48",yes
6003,50.152003,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 54402  >  48085 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6004,50.154476,192.168.178.1,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 ,no
6005,50.155612,192.168.159.150,192.168.159.152,TCP,102,"49700  >  20583 [FIN, SYN, RST, ACK, ECE, AE, Reserved] Seq=0 Ack=1 Win=33840 Len=48",yes
6006,50.160244,192.168.159.150,192.168.159.152,TCP,102,"7943  >  58624 [SYN, RST, ACK, AE, Reserved] Seq=0 Ack=1 Win=48876 Len=48",yes
6007,50.163606,192.168.159.150,192.168.159.152,TCP,102,"57795  >  18374 [SYN, PSH, ACK, URG, CWR, AE] Seq=0 Ack=1 Win=45664 Urg=30903 Len=48",yes
6008,50.163623,192.168.159.152,192.168.159.150,TCP,60,18374  >  57795 [RST] Seq=1 Win=0 Len=0,yes
6009,50.166566,192.168.159.150,192.168.159.152,TCP,102,"36515  >  59273 [FIN, SYN, PSH, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=57428 Len=48",yes
6010,50.166766,192.168.159.152,192.168.159.150,TCP,60,59273  >  36515 [RST] Seq=1 Win=0 Len=0,yes
6011,50.170306,192.168.159.150,192.168.159.152,TCP,102,"40138  >  52986 [FIN, SYN, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=5484 Urg=49682 Len=48",yes
6012,50.170816,192.168.159.152,192.168.159.150,TCP,60,52986  >  40138 [RST] Seq=1 Win=0 Len=0,yes
6013,50.17339,192.168.159.150,192.168.159.152,TCP,102,"46401  >  53309 [SYN, RST, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=30047 Len=48",yes
6014,50.176831,192.168.159.150,192.168.159.152,TCP,102,"45029  >  29122 [FIN, PSH, ACK, CWR, AE, Reserved] Seq=1 Ack=1 Win=51486 Len=48",yes
6015,50.176851,192.168.159.152,192.168.159.150,TCP,60,29122  >  45029 [RST] Seq=1 Win=0 Len=0,yes
6016,50.180165,192.168.159.150,192.168.159.152,TCP,102,"54579  >  52494 [FIN, PSH, ACK, CWR, AE, Reserved] Seq=1 Ack=1 Win=37758 Len=48",yes
6017,50.180351,192.168.159.152,192.168.159.150,TCP,60,52494  >  54579 [RST] Seq=1 Win=0 Len=0,yes
6018,50.182458,192.168.159.150,192.168.159.152,TCP,102,"64591  >  26758 [SYN, ECE, AE, Reserved] Seq=0 Win=61002 Len=48",yes
6019,50.182477,192.168.159.152,192.168.159.150,TCP,60,"26758  >  64591 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6020,50.184554,192.168.159.150,192.168.159.152,TCP,102,"12847  >  45704 [SYN, RST, PSH, URG, ECE, CWR, Reserved] Seq=0 Win=6089 Urg=44556 Len=48",yes
6021,50.18728,192.168.159.150,192.168.159.152,TCP,102,"45081  >  6925 [RST, PSH, ACK, URG, Reserved] Seq=1 Ack=1 Win=34721 Urg=14690 Len=48",yes
6022,50.190416,192.168.159.150,192.168.159.152,TCP,102,"47038  >  15611 [FIN, RST, ACK, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=1598 Len=48",yes
6023,50.19283,192.168.159.150,192.168.159.152,TCP,102,"32126  >  15502 [ACK, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=62541 Len=48",yes
6024,50.193069,192.168.159.152,192.168.159.150,TCP,60,15502  >  32126 [RST] Seq=1 Win=0 Len=0,yes
6025,50.195296,192.168.159.150,192.168.159.152,TCP,102,"38857  >  41311 [RST, URG, CWR, AE, Reserved] Seq=1 Win=27928 Urg=21541 Len=48",yes
6026,50.198634,192.168.159.150,192.168.159.152,TCP,102,"34968  >  27 [SYN, PSH, ACK, URG, ECE, CWR] Seq=0 Ack=1 Win=59504 Urg=43170 Len=48",yes
6027,50.198652,192.168.159.152,192.168.159.150,TCP,60,27  >  34968 [RST] Seq=1 Win=0 Len=0,yes
6028,50.201734,192.168.159.150,192.168.159.152,TCP,102,"32238  >  25577 [RST, ACK, CWR, AE] Seq=1 Ack=1 Win=55450 Len=48",yes
6029,50.204805,192.168.159.150,192.168.159.152,TCP,102,"11767  >  46905 [SYN, RST, PSH, ACK, URG, ECE, AE, Reserved] Seq=0 Ack=1 Win=34936 Urg=22741 Len=48",yes
6030,50.207566,192.168.159.150,192.168.159.152,TCP,102,"62030  >  51397 [RST, ACK, URG, Reserved] Seq=1 Ack=1 Win=2832 Urg=13034 Len=48",yes
6031,50.209869,192.168.159.150,192.168.159.152,TCP,102,"24558  >  45743 [ACK, URG, ECE, Reserved] Seq=1 Ack=1 Win=52790 Urg=60181 Len=48",yes
6032,50.210043,192.168.159.152,192.168.159.150,TCP,60,45743  >  24558 [RST] Seq=1 Win=0 Len=0,yes
6033,50.211404,192.168.159.150,192.168.159.152,TCP,102,"60283  >  30149 [FIN, SYN, RST, PSH, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=58187 Urg=35180 Len=48",yes
6034,50.213166,192.168.159.150,192.168.159.152,TCP,102,"57257  >  49723 [URG, ECE, AE, Reserved] Seq=1 Win=14341 Urg=46235 Len=48",yes
6035,50.21326,192.168.159.152,192.168.159.150,TCP,60,"49723  >  57257 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6036,50.214621,192.168.159.150,192.168.159.152,TCP,102,"37885  >  20340 [FIN, RST, PSH, ECE, CWR, AE, Reserved] Seq=1 Win=44183 Len=48",yes
6037,50.216032,192.168.159.150,192.168.159.152,TCP,102,"58015  >  10027 [FIN, SYN, RST, PSH, URG, Reserved] Seq=0 Win=48142 Urg=37212 Len=48",yes
6038,50.218056,192.168.159.150,192.168.159.152,TCP,102,"64627  >  24934 [SYN, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=59029 Len=48",yes
6039,50.218272,192.168.159.152,192.168.159.150,TCP,60,24934  >  64627 [RST] Seq=1 Win=0 Len=0,yes
6040,50.220073,192.168.159.150,192.168.159.152,TCP,102,"46130  >  49966 [FIN, SYN, ECE] Seq=0 Win=47008 Len=48",yes
6041,50.220304,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 49966  >  46130 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6042,50.222166,192.168.159.150,192.168.159.152,TCP,102,"17042  >  33972 [FIN, SYN, RST, PSH, ACK, CWR, Reserved] Seq=0 Ack=1 Win=59630 Len=48",yes
6043,50.224176,192.168.159.150,192.168.159.152,TCP,102,"7296  >  58176 [FIN, ACK, ECE, CWR, Reserved] Seq=1 Ack=1 Win=13887 Len=48",yes
6044,50.224279,192.168.159.152,192.168.159.150,TCP,60,58176  >  7296 [RST] Seq=1 Win=0 Len=0,yes
6045,50.226074,192.168.159.150,192.168.159.152,TCP,102,"16901  >  5496 [FIN, SYN, PSH, ACK, ECE, CWR, AE] Seq=0 Ack=1 Win=4107 Len=48",yes
6046,50.226188,192.168.159.152,192.168.159.150,TCP,60,5496  >  16901 [RST] Seq=1 Win=0 Len=0,yes
6047,50.227936,192.168.159.150,192.168.159.152,TCP,102,"22839  >  45537 [FIN, RST, ACK, ECE, CWR, Reserved] Seq=1 Ack=1 Win=17315 Len=48",yes
6048,50.230036,192.168.159.150,192.168.159.152,TCP,102,"14754  >  3206 [SYN, RST, PSH, ACK, URG, Reserved] Seq=0 Ack=1 Win=11909 Urg=57230 Len=48",yes
6049,50.232016,192.168.159.150,192.168.159.152,TCP,102,"14638  >  55384 [SYN, RST, ECE, Reserved] Seq=0 Win=51228 Len=48",yes
6050,50.23445,192.168.159.150,192.168.159.152,TCP,102,"57356  >  21367 [FIN, SYN, RST, PSH, ECE, CWR, AE, Reserved] Seq=0 Win=5806 Len=48",yes
6051,50.235817,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
6052,50.236098,192.168.159.150,192.168.159.152,TCP,102,"8898  >  2056 [SYN, RST, PSH, AE] Seq=0 Win=24249 Len=48",yes
6053,50.238179,192.168.159.150,192.168.159.152,TCP,102,"43981  >  47359 [RST, URG, ECE, CWR, Reserved] Seq=1 Win=60036 Urg=62393 Len=48",yes
6054,50.239877,192.168.159.150,192.168.159.152,TCP,102,"50465  >  8294 [FIN, SYN, Reserved] Seq=0 Win=9037 Len=48",yes
6055,50.24,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 8294  >  50465 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6056,50.241341,192.168.159.150,192.168.159.152,TCP,102,"32922  >  4093 [FIN, SYN, RST, URG, ECE, Reserved] Seq=0 Win=58125 Urg=57116 Len=48",yes
6057,50.243114,192.168.159.150,192.168.159.152,TCP,102,"30575  >  11356 [SYN, URG, AE, Reserved] Seq=0 Win=7756 Urg=8054 Len=48",yes
6058,50.243134,192.168.159.152,192.168.159.150,TCP,60,"11356  >  30575 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6059,50.244726,192.168.159.150,192.168.159.152,TCP,102,"57631  >  52524 [PSH, ACK, URG, CWR, Reserved] Seq=1 Ack=1 Win=21993 Urg=11989 Len=48",yes
6060,50.244744,192.168.159.152,192.168.159.150,TCP,60,52524  >  57631 [RST] Seq=1 Win=0 Len=0,yes
6061,50.246534,192.168.159.150,192.168.159.152,TCP,102,"11828  >  60333 [SYN, ECE, Reserved] Seq=0 Win=26801 Len=48",yes
6062,50.246776,192.168.159.152,192.168.159.150,TCP,60,"60333  >  11828 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6063,50.248621,192.168.159.150,192.168.159.152,TCP,102,"46494  >  52446 [FIN, SYN, RST, ACK, Reserved] Seq=0 Ack=1 Win=26037 Len=48",yes
6064,50.250091,192.168.159.150,192.168.159.152,TCP,102,"12699  >  2494 [FIN, PSH, URG, Reserved] Seq=1 Win=31498 Urg=23534 Len=48",yes
6065,50.250193,192.168.159.152,192.168.159.150,TCP,60,"2494  >  12699 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6066,50.251595,192.168.159.150,192.168.159.152,TCP,102,"27860  >  41683 [FIN, RST, PSH, URG, Reserved] Seq=1 Win=10718 Urg=61678 Len=48",yes
6067,50.253147,192.168.159.150,192.168.159.152,TCP,102,"39989  >  55092 [FIN, RST, URG, ECE, AE, Reserved] Seq=1 Win=30459 Urg=44187 Len=48",yes
6068,50.254694,192.168.159.150,192.168.159.152,TCP,102,"35161  >  8923 [RST, PSH, URG, ECE, CWR, AE, Reserved] Seq=1 Win=30640 Urg=52749 Len=48",yes
6069,50.256256,192.168.159.150,192.168.159.152,TCP,102,"34755  >  33911 [FIN, SYN, PSH, URG, ECE, CWR, AE, Reserved] Seq=0 Win=37015 Urg=58045 Len=48",yes
6070,50.256341,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 33911  >  34755 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6071,50.257655,192.168.159.150,192.168.159.152,TCP,102,"4288  >  13477 [FIN, SYN, PSH, ACK, URG, CWR, Reserved] Seq=0 Ack=1 Win=43778 Urg=18418 Len=48",yes
6072,50.257661,192.168.159.152,192.168.159.150,TCP,60,13477  >  4288 [RST] Seq=1 Win=0 Len=0,yes
6073,50.259039,192.168.159.150,192.168.159.152,TCP,102,"11030  >  61064 [FIN, URG, ECE, CWR, Reserved] Seq=1 Win=8026 Urg=51487 Len=48",yes
6074,50.259189,192.168.159.152,192.168.159.150,TCP,60,"61064  >  11030 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6075,50.260789,192.168.159.150,192.168.159.152,TCP,102,"10737  >  36598 [SYN, URG, ECE, AE] Seq=0 Win=54686 Urg=15415 Len=48",yes
6076,50.260867,192.168.159.152,192.168.159.150,TCP,60,"36598  >  10737 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6077,50.262186,192.168.159.150,192.168.159.152,TCP,102,"64346  >  26678 [FIN, SYN, ACK, Reserved] Seq=0 Ack=1 Win=65458 Len=48",yes
6078,50.262298,192.168.159.152,192.168.159.150,TCP,60,26678  >  64346 [RST] Seq=1 Win=0 Len=0,yes
6079,50.264486,192.168.159.150,192.168.159.152,TCP,102,"59208  >  55460 [FIN, RST, PSH, URG, AE, Reserved] Seq=1 Win=13311 Urg=50288 Len=48",yes
6080,50.266401,192.168.159.150,192.168.159.152,TCP,102,"45217  >  3822 [SYN, RST, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=28923 Urg=48963 Len=48",yes
6081,50.267897,192.168.159.150,192.168.159.152,TCP,102,"27980  >  61722 [SYN, RST, PSH, URG, ECE, CWR, AE, Reserved] Seq=0 Win=25915 Urg=40694 Len=48",yes
6082,50.269276,192.168.159.150,192.168.159.152,TCP,102,"16556  >  1575 [FIN, RST, URG, ECE, Reserved] Seq=1 Win=33265 Urg=2180 Len=48",yes
6083,50.270814,192.168.159.150,192.168.159.152,TCP,102,"64707  >  12264 [PSH, ACK, URG, CWR, AE, Reserved] Seq=1 Ack=1 Win=32087 Urg=31169 Len=48",yes
6084,50.270938,192.168.159.152,192.168.159.150,TCP,60,12264  >  64707 [RST] Seq=1 Win=0 Len=0,yes
6085,50.272359,192.168.159.150,192.168.159.152,TCP,102,"30735  >  47469 [FIN, RST, PSH, ECE, AE] Seq=1 Win=20019 Len=48",yes
6086,50.27376,192.168.159.150,192.168.159.152,TCP,102,"10756  >  22099 [RST, PSH, ACK, AE, Reserved] Seq=1 Ack=1 Win=12604 Len=48",yes
6087,50.275359,192.168.159.150,192.168.159.152,TCP,102,"9498  >  39486 [SYN, RST, PSH, ACK, ECE, Reserved] Seq=0 Ack=1 Win=45779 Len=48",yes
6088,50.276773,192.168.159.150,192.168.159.152,TCP,102,"58092  >  22895 [FIN, SYN, PSH, ACK, Reserved] Seq=0 Ack=1 Win=6131 Len=48",yes
6089,50.276788,192.168.159.152,192.168.159.150,TCP,60,22895  >  58092 [RST] Seq=1 Win=0 Len=0,yes
6090,50.278075,192.168.159.150,192.168.159.152,TCP,102,"22106  >  54828 [SYN, RST, PSH, ACK, URG, CWR, AE, Reserved] Seq=0 Ack=1 Win=9905 Urg=42433 Len=48",yes
6091,50.280152,192.168.159.150,192.168.159.152,TCP,102,"59186  >  53461 [FIN, SYN, PSH, URG, ECE, CWR] Seq=0 Win=40232 Urg=34163 Len=48",yes
6092,50.280172,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 53461  >  59186 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
6093,50.281554,192.168.159.150,192.168.159.152,TCP,102,"15087  >  4515 [PSH, Reserved] Seq=1 Win=32482 Len=48",yes
6094,50.281561,192.168.159.152,192.168.159.150,TCP,60,"4515  >  15087 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
6095,50.282966,192.168.159.150,192.168.159.152,TCP,102,"49810  >  17908 [RST, PSH, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=61844 Urg=42796 Len=48",yes
